1,Gold,SPY,GPR,GPRA,GPRT
2/13/2007,669,144.66,95.6817,52.63,131.69
2/14/2007,672,145.61,122.0767,105.25,126.2
2/15/2007,671,145.8,111.8166,128.19,102.28
2/16/2007,673,145.73,96.8941,108.67,85.61
2/20/2007,661,146.04,128.3403,124.49,121.14
2/21/2007,684,145.98,101.4993,122.65,76.73
2/22/2007,683,145.87,84.5182,59.8,108.82
2/23/2007,687,145.3,126.8392,94.1,142.26
2/26/2007,690,145.17,103.1595,99.03,108.02
2/27/2007,687,139.5,89.6154,121.25,74.52
2/28/2007,673,140.93,125.115,166.31,94.13
3/1/2007,665,140.51,99.4846,107.22,89.43
3/2/2007,644,138.67,127.2926,118.05,118.16
3/5/2007,639,137.35,124.7885,113.09,113.2
3/6/2007,646,139.7,100.3808,103.3,96.93
3/7/2007,653,139.56,135.9164,163.86,99.88
3/8/2007,656,140.74,63.3326,82.35,50.37
3/9/2007,652,140.78,91.2796,99.81,78.35
3/12/2007,650,140.99,58.9672,34.58,80.76
3/13/2007,649,138.25,79.5812,99.17,66.17
3/14/2007,643,139.28,104.478,85.78,122.65
3/15/2007,647,139.47,104.1171,49.17,141.26
3/16/2007,654,138.53,122.0263,94.95,138.59
3/19/2007,654,140.2,66.3841,79.42,49.68
3/20/2007,659,140.97,95.0192,52.26,136.23
3/21/2007,660,143.29,65.0799,38.93,81.17
3/22/2007,664,143.18,92.0889,120.66,70.01
3/23/2007,657,143.39,76.4891,93.85,53.82
3/26/2007,664,143.2,105.2185,79.58,114.65
3/27/2007,663,142.86,129.0192,109.33,134.1
3/28/2007,667,141.82,103.8784,109.31,100.77
3/29/2007,668,141.97,102.856,78.41,120.75
3/30/2007,669,142,93.8072,70.14,107.26
4/2/2007,672,142.16,82.9043,64.68,101.91
4/3/2007,670,143.69,104.3328,104.01,92.18
4/4/2007,677,143.85,62.9388,46.23,71.62
4/5/2007,679,144.24,96.1907,77.91,104.98
4/10/2007,682,144.61,81.4856,56.51,94.27
4/11/2007,682,144.02,96.6036,93.2,103.65
4/12/2007,680,144.66,86.149,83.11,92.43
4/13/2007,690,145.32,80.6486,65.51,89.42
4/16/2007,695,146.7,114.4812,117.81,110.55
4/17/2007,693,147.09,88.6416,117.82,70.98
4/18/2007,693,147.27,63.7616,60.54,75.74
4/19/2007,688,147.23,62.1951,75.48,44.97
4/20/2007,696,148.62,99.7585,93.6,107.35
4/23/2007,694,148.06,48.2413,80.15,26.74
4/24/2007,688,148.12,70.2763,63.69,69.06
4/25/2007,687,149.48,119.0144,171.38,65.98
4/26/2007,678,149.65,64.6641,93.77,48.88
4/27/2007,682,149.53,87.091,99.23,72.42
4/30/2007,684,148.29,112.4265,184.13,33.39
5/2/2007,675,149.54,72.087,75.29,62.8
5/3/2007,684,150.35,57.912,69.28,67.42
5/4/2007,690,150.92,87.9999,112.79,62.72
5/7/2007,690,150.95,75.0015,99.69,48.51
5/8/2007,687,150.75,75.9763,68.17,94.77
5/9/2007,683,151.16,108.6088,81.21,124.18
5/10/2007,667,149.58,109.8956,93.91,104.44
5/11/2007,672,150.86,100.7625,119.29,78.55
5/14/2007,670,150.53,99.2976,110.87,79.27
5/15/2007,675,150.57,92.6592,100.07,77.05
5/16/2007,662,151.6,105.6851,118.53,82.39
5/17/2007,657,151.3,93.8662,66.41,110.78
5/18/2007,662,152.62,124.6498,136.69,119.2
5/21/2007,664,152.54,82.5195,117.52,45.75
5/22/2007,660,152.42,91.9176,133.93,52.91
5/23/2007,663,152.44,115.0432,161.91,61.9
5/24/2007,653,151.06,104.3812,128.54,91.9
5/25/2007,655,151.69,125.0663,114.57,134.91
5/29/2007,657,152.24,87.0637,90.93,96.53
5/30/2007,659,153.48,159.3559,141.96,186.08
5/31/2007,667,153.32,111.7274,132.46,85.37
6/1/2007,677,154.08,111.0922,60.41,151.16
6/4/2007,676,154.1,176.0697,212.27,190.67
6/5/2007,675,153.49,123.09,137.15,114.39
6/6/2007,675,151.84,127.911,143.87,125.45
6/7/2007,665,149.1,123.1326,137.72,109.88
6/8/2007,650,151.04,119.3718,95.2,134
6/11/2007,659,151.3,84.116,71.88,79.94
6/12/2007,653,149.65,109.4772,112.66,99.84
6/13/2007,653,151.89,116.8398,125.92,99.78
6/14/2007,656,152.86,106.191,147.03,73.58
6/15/2007,659,153.07,93.2242,92.94,82.69
6/18/2007,660,152.89,143.532,180.75,125.63
6/19/2007,665,153.27,123.0675,136.32,96.65
6/20/2007,660,151.14,121.9552,164.3,71.26
6/21/2007,654,151.98,75.8158,81.4,72.74
6/22/2007,657,150.55,69.579,96.51,35.22
6/25/2007,655,149.83,76.6611,104.58,53.68
6/26/2007,645,148.29,75.5197,75.29,62.8
6/27/2007,645,150.4,91.4029,100.55,99.59
6/28/2007,650,150.38,59.1002,70.7,39.31
6/29/2007,651,150.43,114.1256,145.86,68.13
7/2/2007,659,151.79,153.7154,168.57,140.6
7/3/2007,655,152.34,153.2245,174.57,145.61
7/5/2007,651,152.18,144.5962,144.15,142.1
7/6/2007,655,152.98,121.8563,172.63,80
7/9/2007,663,153,152.302,160.27,154.79
7/10/2007,664,150.92,133.9123,119.45,146.52
7/11/2007,662,151.99,116.3438,135.32,91.37
7/12/2007,668,154.39,98.022,109.22,86.3
7/13/2007,667,154.85,150.7111,183.98,158.57
7/16/2007,666,154.83,176.5582,150.87,181.77
7/17/2007,666,154.75,113.1293,133.93,82.31
7/18/2007,674,154.47,154.2289,193.86,144.97
7/19/2007,678,155.07,82.1298,90.97,86
7/20/2007,685,153.5,89.4425,70.06,100.94
7/23/2007,682,153.97,128.362,140.35,137.73
7/24/2007,685,151.3,82.6346,64.47,83.65
7/25/2007,674,151.61,91.5772,100.74,105.03
7/26/2007,663,148.02,124.3323,135.75,123.08
7/27/2007,660,145.11,108.0521,129.26,97.55
7/30/2007,677,147.38,97.7735,124.76,78.05
7/31/2007,679,145.72,129.9046,115.87,130.76
8/1/2007,676,146.43,124.1396,149.81,108.66
8/2/2007,677,147.6,95.0692,106.62,88.93
8/3/2007,684,143.8,122.3391,143.85,114.77
8/6/2007,683,146.21,104.2416,123.17,89.89
8/7/2007,682,147.77,127.1189,178.91,118.14
8/8/2007,686,149.83,92.2904,105.15,98.67
8/9/2007,673,145.39,75.6294,78.41,70.43
8/10/2007,682,144.71,102.6896,125.49,71.62
8/13/2007,681,145.23,84.7204,84.46,91.58
8/14/2007,680,143.01,66.8455,81.45,61.76
8/15/2007,680,141.04,109.5064,150.11,108.13
8/16/2007,658,142.1,106.0022,123.29,93.04
8/17/2007,667,144.71,82.182,94.53,63.08
8/20/2007,667,144.64,111.3468,126.86,99.2
8/21/2007,666,144.93,60.4873,63.85,47.34
8/22/2007,669,146.65,76.2653,105.78,44.12
8/23/2007,668,146.52,58.5777,52.56,58.45
8/24/2007,678,148.33,77.18,92.33,66.74
8/27/2007,676,146.95,75.3864,123.78,36.87
8/28/2007,674,143.72,83.41,102.95,66.06
8/29/2007,675,146.54,74.0418,89.86,58.89
8/30/2007,674,146.15,81.2188,75.19,91.66
8/31/2007,682,147.59,77.5218,77.28,74.38
9/4/2007,692,149.08,115.3816,141,99.04
9/5/2007,691,147.79,91.6646,94.53,89.36
9/6/2007,705,148.13,100.2121,77.7,101.85
9/7/2007,710,146.07,109.4059,145.43,80.87
9/10/2007,712,145.79,122.5542,129.36,101.91
9/11/2007,721,147.49,105.6181,76.58,138.39
9/12/2007,721,147.87,99.8308,90.48,100.62
9/13/2007,718,148.91,124.077,172.6,91.18
9/14/2007,718,148.9,85.0128,111.05,63.38
9/17/2007,724,148.1,44.7644,0,74.45
9/18/2007,724,152.46,98.4906,104.73,98.28
9/19/2007,730,153.36,72.0123,56.18,72.9
9/20/2007,740,152.28,121.8282,127.24,135.07
9/21/2007,739,151.97,87.088,102.9,75.1
9/24/2007,739,151.69,90.2402,44.98,125.06
9/25/2007,739,151.39,106.3373,115.65,91.1
9/26/2007,736,152.19,97.6024,70.77,108.21
9/27/2007,740,153.09,177.9808,121.82,212.05
9/28/2007,750,152.58,118.7196,86.6,134.84
10/1/2007,754,154.3,121.7592,114.24,125.07
10/2/2007,736,154.09,103.5177,94.35,113.13
10/3/2007,736,153.78,81.4327,104.38,62.88
10/4/2007,744,154.02,86.2784,78.19,78.27
10/5/2007,747,155.85,125.0026,97.53,149.14
10/8/2007,739,155.02,126.2962,158.28,84.02
10/9/2007,743,156.48,72.0805,81.23,62.54
10/10/2007,746,156.22,82.3729,129.04,48.93
10/11/2007,757,155.47,68.5884,101.3,42.25
10/12/2007,754,156.33,77.9428,38.85,106.48
10/15/2007,762,155.01,82.1606,81.91,86.95
10/16/2007,762,153.78,151.8656,119.86,163.11
10/17/2007,762,154.25,175.7689,140.18,211.37
10/18/2007,769,153.69,94.2488,105.01,87.59
10/19/2007,768,149.67,111.0032,81.54,140.88
10/22/2007,760,150.54,91.9136,117.29,61.14
10/23/2007,763,151.76,131.4026,158.42,106.72
10/24/2007,766,151.48,157.7413,145.16,161.44
10/25/2007,771,151.84,126.7968,131.67,140.58
10/26/2007,788,153.62,173.0022,101.79,226.4
10/29/2007,793,154.13,98.3583,84.05,105.16
10/30/2007,788,153.06,102.5166,127.75,69.26
10/31/2007,795,154.65,74.0735,70.89,73.91
11/1/2007,794,151.03,81.3061,67.98,87.24
11/2/2007,809,151.2,106.5783,103.38,124.55
11/5/2007,811,150.05,148.9962,124.36,172.88
11/6/2007,823,152.07,172.8296,185.06,175.65
11/7/2007,834,147.91,93.3118,104.65,96.99
11/8/2007,838,147.16,140.0049,105.34,153.76
11/9/2007,835,145.14,121.1579,76.86,146.54
11/12/2007,808,143.7,101.7632,111.94,81.7
11/13/2007,799,148.08,87.6672,37.46,124.97
11/14/2007,815,147.67,128.4652,73.18,178.04
11/15/2007,787,145.54,94.6448,53.92,130.42
11/16/2007,787,145.79,127.4065,75.05,168.54
11/19/2007,778,143.76,63.1282,39.75,71.83
11/20/2007,791,144.64,57.7773,64,53.38
11/21/2007,799,141.68,32.9162,47.73,14.93
11/23/2007,825,144.13,118.8958,105.36,137.31
11/26/2007,827,140.95,51.3576,51.2,48.81
11/27/2007,814,142.57,108.1914,101.51,111.13
11/28/2007,800,147.13,68.887,41.8,84.68
11/29/2007,802,147.18,57.4283,78.07,52.09
11/30/2007,789,148.66,77.3825,83.08,69.3
12/3/2007,795,147.68,56.9292,35.47,71.01
12/4/2007,808,146.36,133.5958,72.65,161.58
12/5/2007,804,148.81,183.7175,112.71,249.13
12/6/2007,807,150.94,109.2641,69.08,128.53
12/7/2007,800,150.91,104.2697,90.62,111.16
12/10/2007,814,152.08,78.7854,49.98,101.25
12/11/2007,817,147.91,119.5098,109.98,122.31
12/12/2007,819,149.37,119.9378,119.57,99.73
12/13/2007,804,149.06,89.0185,129.08,58.32
12/14/2007,798,147.17,70.9026,62.2,75.47
12/17/2007,799,145.07,86.9738,98.02,62.89
12/18/2007,807,145.88,98.5883,78.63,109.31
12/19/2007,805,145.88,105.2653,98.38,98.47
12/20/2007,803,146.8,95.4975,83.3,109.19
12/21/2007,815,148.13,64.5305,42.89,76.66
12/27/2007,832,147.67,105.9708,93.91,97.91
12/28/2007,843,147.3,186.4559,166.11,197.93
1/2/2008,860,144.93,94.9988,123.53,68.69
1/3/2008,869,144.86,82.8142,105.68,60.6
1/4/2008,866,141.31,87.3497,73.68,89.4
1/7/2008,862,141.19,78.1848,57.43,82.12
1/8/2008,880,138.91,84.4564,68.6,98.84
1/9/2008,882,140.37,123.0382,150.97,94.44
1/10/2008,894,141.29,104.031,109.17,104.72
1/11/2008,898,140.15,56.5488,71.21,34.65
1/14/2008,903,141.28,90.805,72.42,90.61
1/15/2008,903,138.17,95.9238,108.38,74.45
1/16/2008,882,136.98,94.7321,121.86,66.07
1/17/2008,881,133.43,72.9888,100.75,37.35
1/18/2008,882,132.06,47.154,41.13,53.91
1/22/2008,890,130.72,83.2303,73.02,88.59
1/23/2008,883,133.86,137.0088,121.41,126.59
1/24/2008,906,134.99,88.514,69.52,98.14
1/25/2008,911,133.04,92.9844,110.08,82.15
1/28/2008,927,135.24,89.2394,85.41,94.98
1/29/2008,925,135.91,66.8884,50.81,90.05
1/30/2008,926,134.91,36.603,43.79,30.44
1/31/2008,928,137.37,93.0804,141.92,54.63
2/1/2008,914,139.58,99.6903,68.15,108.95
2/4/2008,909,137.82,117.2905,134.65,94.58
2/5/2008,890,134.13,99.1787,118.65,71.47
2/6/2008,905,133.05,85.0155,102.92,80.79
2/7/2008,910,133.93,52.5387,41.9,56.79
2/8/2008,922,133.07,77.5218,71.34,74.38
2/11/2008,927,133.75,89.3357,85.5,89.14
2/12/2008,911,134.99,90.0698,146.33,66.57
2/13/2008,910,136.37,102.6158,70.33,122.66
2/14/2008,911,135.17,89.6022,86.62,85.8
2/15/2008,906,135.14,114.5303,128.82,87.91
2/19/2008,930,135.52,114.2265,120.99,94.98
2/20/2008,938,135.92,73.7492,79.65,61.32
2/21/2008,949,134.79,83.1007,102.84,57.19
2/22/2008,948,135.62,81.0224,86.99,77.74
2/25/2008,941,137.33,83.6699,83.41,75.9
2/26/2008,949,138.36,103.2245,106.03,98.84
2/27/2008,961,138.22,67.1269,40.73,87.37
2/28/2008,968,136.87,90.6776,84.75,89.54
2/29/2008,975,133.82,81.0139,119.65,54.89
3/3/2008,984,133.5,122.5542,158.11,113.9
3/4/2008,966,132.99,160.1134,170.26,171.6
3/5/2008,989,133.83,95.7562,89.5,109.48
3/6/2008,977,131.06,113.2254,104.19,130.36
3/7/2008,974,129.71,91.6871,129.74,59.03
3/10/2008,972,128,64.7407,93.23,29.91
3/11/2008,976,132.6,39.7111,59.38,27.52
3/12/2008,981,131.36,99.558,84.21,100.35
3/13/2008,994,131.65,51.2949,64.59,40.41
3/14/2008,1000,129.61,89.4533,100.33,69.73
3/17/2008,1003,128.3,59.6188,59.44,49.57
3/18/2008,1004,133.63,80.5676,86.5,66.99
3/19/2008,945,130.32,77.1054,65.04,78.91
3/20/2008,920,132.08,38.264,43.6,31.82
3/25/2008,935,134.85,86.4802,119.95,68.78
3/26/2008,949,133.2,74.5095,86.66,67.12
3/27/2008,949,132.78,64.897,50.63,84.47
3/28/2008,937,131.51,84.0595,31.04,119.09
3/31/2008,922,131.97,108.1024,100.07,121.99
4/1/2008,888,136.61,60.8431,60.66,50.59
4/2/2008,900,136.7,80.7214,71.53,84.52
4/3/2008,910,137.04,68.0082,56.5,65.98
4/4/2008,913,136.89,65.6545,41.65,79.41
4/7/2008,927,136.96,81.0768,76.98,77.05
4/8/2008,918,136.82,56.3137,46.23,55.09
4/9/2008,938,135.83,86.8463,86.58,87.69
4/10/2008,932,136.02,63.8634,44.29,73.88
4/11/2008,927,133.38,83.41,89.09,74.31
4/14/2008,929,132.93,53.1997,49.5,53.08
4/15/2008,932,133.24,47.0344,53.59,33.52
4/16/2008,948,136.85,68.4011,84.43,48.75
4/17/2008,943,137.05,77.841,68.98,91.1
4/18/2008,915,138.48,78.155,41.95,99.98
4/21/2008,918,138.55,80.5265,109.47,66.96
4/22/2008,925,137.94,86.3859,86.12,71.83
4/23/2008,909,137.72,107.7508,73.66,122.88
4/24/2008,889,138.32,97.6024,100.25,88.54
4/25/2008,890,139.6,66.3145,62.96,73.52
4/28/2008,896,139.63,95.273,116.9,67.03
4/29/2008,877,139.08,70.5516,66.99,61.46
4/30/2008,865,138.26,89.0133,63.39,100.45
5/2/2008,858,141.51,57.5309,84.52,30.21
5/6/2008,878,142.05,76.2306,89.81,57.63
5/7/2008,871,139.52,89.1718,72.43,109.85
5/8/2008,882,139.16,55.6734,55.5,55.55
5/9/2008,886,138.9,87.2548,111.84,108.83
5/12/2008,885,140.46,113.9729,139.28,85.6
5/13/2008,870,140.48,90.2014,74.42,93.11
5/14/2008,867,140.77,85.5061,88.4,79
5/15/2008,880,142.53,60.1244,74.21,57.14
5/16/2008,900,142.66,77.3242,74,82.3
5/19/2008,906,143.05,47.7774,31.75,52.97
5/20/2008,920,141.89,38.3695,31.88,47.86
5/21/2008,929,139.49,78.646,69,83.71
5/22/2008,918,139.51,82.9572,85.55,85.63
5/23/2008,926,137.64,88.3758,91.14,70.95
5/27/2008,908,138.66,83.4782,30.26,113.59
5/28/2008,901,139.3,68.6035,58.62,70.63
5/29/2008,882,140,74.7628,80.27,76.51
5/30/2008,892,140.35,79.8209,48.97,91.9
6/2/2008,897,138.9,73.6126,100.42,45.1
6/3/2008,886,138.09,110.9629,97.61,108.55
6/4/2008,884,138.02,76.4674,91.48,66.13
6/5/2008,876,140.78,69.1999,47.99,80.06
6/6/2008,899,136.29,114.2265,94.9,131.92
6/9/2008,898,136.62,69.9838,69.77,64.66
6/10/2008,871,135.94,77.0365,66.78,77.98
6/11/2008,883,133.94,111.2052,120.94,106.48
6/12/2008,872,134.45,69.7064,48.34,75.6
6/13/2008,873,136.15,74.9308,80.93,67.5
6/16/2008,886,136.23,96.8805,74.29,105.35
6/17/2008,887,135.57,92.8447,66.11,110.29
6/18/2008,894,134.25,82.5848,60.99,91.56
6/19/2008,904,134.42,114.1256,122.53,107.07
6/20/2008,904,131.58,130.3694,135.88,113.33
6/23/2008,887,131.45,72.1867,79.96,53.36
6/24/2008,892,131.19,164.2596,156.93,165.04
6/25/2008,882,131.81,133.4138,129.76,140.7
6/26/2008,915,128.23,114.3302,113.98,100.07
6/27/2008,931,127.53,87.8332,56.29,109.55
6/30/2008,928,127.98,73.0148,76.62,63.91
7/1/2008,945,128.38,123.6033,119.7,123.34
7/2/2008,947,126.18,107.0873,71.17,136.54
7/3/2008,934,126.31,83.7111,95.38,64.64
7/7/2008,929,125.02,94.308,70.51,98.03
7/8/2008,923,127.24,102.0771,124.74,71.19
7/9/2008,929,124.79,116.9142,64.75,156.63
7/10/2008,942,125.3,136.9859,161.39,108.73
7/11/2008,961,123.84,99.7955,89.86,96.37
7/14/2008,974,122.72,137.7135,163.26,92.85
7/15/2008,979,120.99,119.9942,137.75,90.71
7/16/2008,963,123.96,120.8447,134.65,100.49
7/17/2008,971,125.2,87.3313,96.07,90.15
7/18/2008,958,125.98,89.7985,92.84,88.5
7/21/2008,964,126.05,123.1438,90.03,143.36
7/22/2008,949,127.48,84.6663,42.2,117.34
7/23/2008,923,128.17,103.8317,93.49,100.27
7/24/2008,922,125.51,70.7539,76.95,58.83
7/25/2008,927,125.48,68.1331,58.22,70.14
7/28/2008,928,123.64,101.4051,117.94,70.27
7/29/2008,917,126.28,102.3333,143.58,56.73
7/30/2008,912,128.53,87.7501,80.19,85.13
7/31/2008,923,126.83,80.9523,103.3,48.47
8/1/2008,918,126.16,94.6448,123.64,65.13
8/4/2008,908,124.99,75.9213,111.54,53.16
8/5/2008,886,128.36,86.9738,82.94,81.75
8/6/2008,883,128.93,41.0649,34.12,39.84
8/7/2008,878,127.01,49.0993,39.16,48.99
8/8/2008,865,129.37,68.1331,109.97,37.77
8/11/2008,828,130.71,144.5208,159.24,177.1
8/12/2008,815,129.35,149.0837,232,96.76
8/13/2008,832,128.57,122.1849,142.11,95.96
8/14/2008,815,129.54,95.0067,107.34,105.33
8/15/2008,792,130.17,86.3314,76.5,90.4
8/18/2008,806,128.39,131.3166,185.81,84.54
8/19/2008,817,126.99,86.1867,119.54,49.86
8/20/2008,816,127.58,153.7479,215.98,92.98
8/21/2008,839,127.8,91.2293,119.17,83.71
8/22/2008,834,129.65,107.0602,131.84,73.31
8/25/2008,826,127.02,61.9558,49.41,61.82
8/26/2008,828,127.39,88.928,59.1,104.76
8/27/2008,834,128.63,106.7459,102.98,97.35
8/28/2008,837,130.19,110.7265,159.45,76.73
8/29/2008,835,128.79,97.4285,110.08,81.01
9/2/2008,811,127.99,81.5729,77.79,76.68
9/3/2008,808,127.88,88.8821,95.42,102.33
9/4/2008,803,124.03,154.284,162.86,140.87
9/5/2008,803,124.42,88.7578,75.84,100.16
9/8/2008,803,126.99,85.2227,73.88,92.43
9/9/2008,792,123.22,96.6443,86.38,105.3
9/10/2008,763,123.72,63.0365,62.84,57.66
9/11/2008,746,125.51,105.9779,102.63,105.75
9/12/2008,765,126.09,105.5551,105.23,108.42
9/15/2008,787,120.09,72.8838,108.99,42.42
9/16/2008,781,122.1,125.6612,146.15,98.69
9/17/2008,851,116.61,127.5261,167.44,87.94
9/18/2008,897,120.07,87.0938,107.78,64.93
9/19/2008,865,124.12,74.3754,68.44,80.87
9/22/2008,909,121.31,61.0777,78.8,35.85
9/23/2008,891,118.55,107.9119,110.84,103.33
9/24/2008,895,118.93,92.8757,104.94,77.23
9/25/2008,882,120.79,104.045,84.1,112.24
9/26/2008,889,120.85,72.1378,69.04,67.18
9/29/2008,894,111.38,101.5202,82.47,106.3
9/30/2008,881,115.99,82.5665,98.77,87.88
10/1/2008,887,116.06,60.1135,82.01,36.83
10/2/2008,844,111.85,57.6099,51.69,57.49
10/3/2008,833,110.34,86.2338,88.93,79.12
10/6/2008,866,104.72,99.9322,103.31,86.17
10/7/2008,882,100.03,55.5016,58.24,43.72
10/8/2008,907,97.51,70.1957,73.31,66.71
10/9/2008,887,90.7,52.3361,79.8,25.6
10/10/2008,859,88.5,95.0976,88.48,105.44
10/13/2008,843,101.35,108.8637,108.53,116.39
10/14/2008,840,99.85,69.6649,55.56,86.89
10/15/2008,839,90.02,54.9401,57.99,43
10/16/2008,805,93.77,44.4441,53.17,29.57
10/17/2008,788,93.21,61.4577,79.65,45.99
10/20/2008,790,98.81,78.1266,85.67,58.47
10/21/2008,768,95.86,34.3271,47.91,17.13
10/22/2008,735,90.64,34.1502,47.66,22.72
10/23/2008,715,91.69,54.1564,65.99,40.03
10/24/2008,730,87.04,68.1089,74.07,61.78
10/27/2008,743,83.95,56.3362,74.88,49.97
10/28/2008,741,93.76,95.3511,140.83,58.73
10/29/2008,754,93.08,104.7452,110.95,97.99
10/30/2008,739,96.3,93.394,139.66,63.1
10/31/2008,718,96.83,45.9228,79.35,20.37
11/3/2008,727,97.11,68.7105,72.1,54.13
11/4/2008,757,100.41,60.1642,77.62,35.31
11/5/2008,742,96.19,88.9944,124.87,60.3
11/6/2008,732,90.86,96.6166,99.07,105.59
11/7/2008,734,93.86,99.346,105.23,103.26
11/10/2008,747,92.63,73.4408,100.19,57.85
11/11/2008,733,89.77,63.1916,92.84,38.72
11/12/2008,718,85.82,68.1598,61.16,62.34
11/13/2008,705,91.17,104.7696,98.3,117.87
11/14/2008,743,86.62,85.0935,103.01,55.6
11/17/2008,742,85.47,69.5755,92.48,38.57
11/18/2008,733,87.08,80.8765,60.47,100.88
11/19/2008,736,81.5,46.8444,73.39,22.26
11/20/2008,749,75.45,58.9314,55.66,61.9
11/21/2008,792,79.52,93.9291,99.88,104.14
11/24/2008,820,85.03,77.1261,76.89,70.55
11/25/2008,819,85.66,62.254,58.8,65.39
11/26/2008,809,88.97,73.2427,73.02,66.44
11/28/2008,819,90.09,171.0388,222.71,150.93
12/1/2008,777,82.11,205.4943,237.64,232.39
12/2/2008,783,85.27,166.4955,214.39,138.45
12/3/2008,771,87.32,97.5274,120.7,83.89
12/4/2008,766,85.3,97.1519,112.47,83.39
12/5/2008,752,87.93,65.7504,87.4,41.66
12/8/2008,769,91,89.3094,97.13,94.52
12/9/2008,774,89.5,138.0237,148.18,117.71
12/10/2008,809,90.11,87.1728,132.09,40.59
12/11/2008,827,87.94,69.1428,100.26,41.81
12/12/2008,821,88.99,119.6205,134.54,142.83
12/15/2008,837,87.75,93.4314,118.55,56.5
12/16/2008,843,91.88,51.4907,61.6,34.25
12/17/2008,869,90.99,82.545,57.25,107.43
12/18/2008,861,89.29,70.4802,100.38,33.49
12/19/2008,837,88.19,56.8072,49.55,64.95
12/22/2008,847,87.06,62.4107,67,55.89
12/23/2008,838,86.16,66.2514,61.64,73.45
12/29/2008,875,86.91,156.539,171.16,159.56
12/30/2008,870,88.97,179.3128,178.76,211.88
1/2/2009,880,92.96,77.9428,77.7,79.21
1/5/2009,858,92.85,112.9798,144.17,97.7
1/6/2009,866,93.47,114.0995,154.11,91.82
1/7/2009,842,90.67,136.8234,129.22,167.67
1/8/2009,855,91.04,135.2068,114.57,146.16
1/9/2009,855,89.09,105.7906,105.46,93.47
1/12/2009,821,86.95,138.9281,181.78,129.96
1/13/2009,821,87.11,105.1609,111.83,104.93
1/14/2009,809,84.37,131.809,124.49,126.91
1/15/2009,807,84.4,93.7519,112.16,109.14
1/16/2009,840,85.06,137.0487,159.95,127.86
1/21/2009,850,84.05,51.2781,47.71,51.17
1/22/2009,859,82.75,61.7047,45.33,70.21
1/23/2009,896,83.11,65.7504,43.7,78.11
1/26/2009,909,83.68,81.1904,121.41,74.26
1/27/2009,900,84.53,74.9611,64.05,71.24
1/28/2009,888,87.39,55.5567,20.77,80.84
1/29/2009,907,84.55,59.4716,47.43,64.29
1/30/2009,928,82.83,78.4969,75.13,73.11
2/2/2009,907,82.58,56.7637,40.42,60.69
2/3/2009,893,83.74,69.4944,61.58,64.21
2/4/2009,902,83.33,71.2745,74.44,62.09
2/5/2009,914,84.57,70.8077,79.8,61.44
2/6/2009,914,86.98,75.7346,98.48,54.76
2/9/2009,893,87.1,76.9371,51.13,85.3
2/10/2009,914,83.11,81.2447,73.63,79.84
2/11/2009,945,83.6,40.6866,60.84,33.83
2/12/2009,949,83.66,82.8142,88.91,63.57
2/13/2009,942,82.76,57.3329,69.86,47.67
2/17/2009,,79.22,106.0314,58.32,139.85
2/18/2009,978,79.03,82.2776,99.86,59.49
2/19/2009,977,78.18,68.8163,49.89,78.03
2/20/2009,1002,77.42,70.9836,67.4,73.08
2/23/2009,995,74.65,93.4835,97.25,74.35
2/24/2009,970,77.48,88.194,77.37,88
2/25/2009,966,76.87,69.7033,79.42,49.68
2/26/2009,943,75.62,83.5882,61.73,97.82
2/27/2009,943,73.93,52.7776,55.71,46.47
3/2/2009,940,70.6,118.025,78.44,150.48
3/3/2009,914,70.07,117.7633,90.89,126.35
3/4/2009,907,71.73,113.7649,93.4,111.29
3/5/2009,928,68.8,61.2245,64.25,64.31
3/6/2009,943,68.92,68.7391,58.74,65.32
3/9/2009,918,68.11,104.9609,75.34,125.68
3/10/2009,896,72.17,76.6123,101.84,60.67
3/11/2009,911,72.64,108.6702,104.6,99.71
3/12/2009,924,75.5,49.3492,61.5,41.04
3/13/2009,930,76.09,56.5398,72.94,55.31
3/16/2009,922,75.86,57.325,65.31,40.86
3/17/2009,917,78.18,38.8467,42.25,29.37
3/18/2009,889,79.93,52.4694,41.85,52.36
3/19/2009,959,78.94,62.5013,93.46,57.17
3/20/2009,956,76.71,38.8192,32.25,37.66
3/23/2009,953,82.22,87.8332,125.09,62.6
3/24/2009,924,80.6,92.0158,124.76,67.33
3/25/2009,936,81.45,101.2575,108.16,84.2
3/26/2009,940,83.11,85.752,101.32,63.38
3/27/2009,923,81.61,88.0308,104.01,81.33
3/30/2009,918,78.79,79.8716,75.43,83.89
3/31/2009,925,79.52,83.335,58.15,97.01
4/1/2009,928,81.06,84.9376,101.61,56.5
4/2/2009,909,83.43,105.3699,85.35,109.52
4/3/2009,897,84.26,86.3859,79.5,93.93
4/6/2009,873,83.6,141.4916,66.38,193.78
4/7/2009,883,81.65,95.0794,53.08,120.17
4/8/2009,886,82.53,81.4262,22.14,116.95
4/9/2009,883,85.81,128.8801,104.18,127.44
4/14/2009,892,84.35,175.2455,153.4,170.6
4/15/2009,894,85.25,91.1716,83.32,82.13
4/16/2009,880,86.5,106.1721,84.68,123.6
4/17/2009,868,87.08,75.2856,64.33,89.43
4/20/2009,888,83.43,84.2893,117.64,49.06
4/21/2009,883,85.06,66.3251,88.16,61.28
4/22/2009,893,84.54,66.885,91.25,52.69
4/23/2009,907,85.37,64.3217,81.61,53.49
