1,Gold,SPY,GPR,GPRA,GPRT
5/31/2011,,134.9,140.024,167.51,119.76
6/2/2011,1533,131.73,86.3547,103.31,97.66
6/3/2011,1542,130.42,66.9882,66.78,66.84
6/6/2011,1547,129.04,62.4228,74.68,55.37
6/8/2011,1539,128.42,122.1394,110.69,129.26
6/9/2011,1543,129.4,101.3338,125.41,69.73
6/10/2011,1529,127.6,90.6173,93.68,94.89
6/13/2011,1516,127.7,105.7653,118.09,91.47
6/15/2011,1526,127.02,81.8357,99.32,65.09
6/16/2011,1530,127.3,115.5152,115.16,101.7
6/17/2011,1539,127.05,77.9061,111.84,57.01
6/20/2011,1542,127.7,74.162,57.5,75.37
6/22/2011,1553,128.67,56.0818,59.64,43.52
6/23/2011,1521,128.3,128.5777,155.17,112.54
6/24/2011,1501,126.81,115.0432,155.17,95.66
6/27/2011,1496,127.94,108.472,158.05,48.57
6/29/2011,1510,130.72,81.5173,73.88,73.95
6/30/2011,1503,131.97,101.4051,60.66,129.29
7/1/2011,1483,133.92,88.8176,98.38,87.53
7/5/2011,,133.81,83.8625,83.6,83.68
7/6/2011,1529,133.97,41.5487,52.72,31.41
7/7/2011,1531,135.36,93.2592,119,74.45
7/8/2011,1542,134.4,65.357,61.73,68.65
7/11/2011,1549,131.97,84.9376,124.79,44.61
7/12/2011,1562,131.4,75.8299,79.58,73.01
7/13/2011,1586,131.84,92.9452,126.02,61.83
7/14/2011,1589,130.93,74.8804,92.42,47.44
7/15/2011,1590,131.69,91.5449,155.49,39.47
7/18/2011,1602,130.61,72.8037,108.87,52.97
7/19/2011,1601,132.73,126.4942,173.39,98.61
7/20/2011,1597,132.65,92.1224,91.84,95.75
7/21/2011,1587,134.49,90.6063,122.85,48.22
7/22/2011,1602,134.58,62.4358,82.99,40.38
7/25/2011,1612,133.83,83.9184,96.87,80.8
7/27/2011,1615,130.6,88.6662,127.29,58.98
7/28/2011,1616,130.22,101.9833,120.5,81.66
7/29/2011,1631,129.33,95.4238,149.49,73.68
8/1/2011,1622,128.78,88.1002,131.74,51.28
8/3/2011,1666,126.17,86.63,106.93,54.88
8/4/2011,1659,120.26,77.0365,53.76,83.28
8/5/2011,1652,120.08,51.9754,62.18,40.34
8/8/2011,1713,112.26,94.7679,111.65,78.8
8/10/2011,1784,112.29,44.1141,23.99,60.03
8/11/2011,1752,117.33,91.3812,106.28,82.32
8/12/2011,1743,118.12,69.3006,89.81,51.86
8/15/2011,1758,120.62,131.0566,216.25,45.09
8/17/2011,1794,119.67,38.8343,46.46,38.75
8/18/2011,1822,114.51,109.4461,138.2,91.01
8/19/2011,1852,112.64,119.649,163.58,73.91
8/22/2011,1892,112.73,143.4577,216.69,65.07
8/24/2011,1757,118.08,159.7335,227.49,88.55
8/25/2011,1763,116.28,109.6877,131.22,85.13
8/26/2011,1797,117.97,93.7519,145.39,46.2
8/29/2011,1792,121.36,125.1712,187.18,96.65
8/30/2011,1830,121.68,61.3438,87.36,29.15
8/31/2011,1832,122.22,91.1047,123.52,78.79
9/1/2011,1829,120.94,90.6063,79.49,90.41
9/2/2011,1877,117.85,105.2723,104.95,93.37
9/6/2011,,116.99,138.5649,138.14,115.22
9/8/2011,1858,119.04,99.4456,123.07,79.84
9/9/2011,1860,115.92,90.5073,108.27,75.26
9/12/2011,1813,116.67,110.1566,149.04,78.51
9/14/2011,1827,119.37,78.3618,92.32,65.16
9/15/2011,1781,121.43,85.3755,95.33,79.51
9/16/2011,1815,121.52,72.6995,113.44,42.05
9/19/2011,1779,120.31,56.6251,88.71,26.91
9/21/2011,1808,116.63,102.0876,133.36,64.4
9/22/2011,1742,112.86,84.1608,87.26,78.38
9/23/2011,1640,113.54,93.0857,134.4,74.73
9/26/2011,1595,116.24,73.341,89.36,47.43
9/28/2011,1618,115.14,55.8494,41.76,63.86
9/29/2011,1617,116.05,93.6888,106.74,72.34
9/30/2011,1622,113.15,68.4011,84.43,43.34
10/3/2011,1658,109.93,92.0158,135.6,46.57
10/5/2011,1642,114.42,66.1045,58.58,79.4
10/6/2011,1653,116.49,86.4727,86.21,71.9
10/7/2011,1636,115.71,74.4761,122.67,48.47
10/10/2011,1671,119.58,55.3514,76.4,28.32
10/12/2011,1683,120.75,137.2509,192.3,117.21
10/13/2011,1669,120.51,135.9896,152.95,139.17
10/14/2011,1683,122.57,73.9112,100.48,55.87
10/17/2011,1677,120.23,96.4418,117.05,69.73
10/19/2011,1647,121.13,51.1311,29.13,60.74
10/20/2011,1613,121.66,72.087,82.13,57.09
10/21/2011,1636,123.97,110.5273,168.52,59.47
10/24/2011,1652,125.49,96.5252,122.47,94.86
10/26/2011,1724,124.3,64.3912,64.19,53.54
10/27/2011,1748,128.63,53.9726,26.9,72.93
10/28/2011,1747,128.6,51.4574,32.06,64.18
10/31/2011,1725,125.5,82.7108,107.19,68.78
11/2/2011,1730,123.99,37.604,27.26,51.17
11/3/2011,1765,126.25,110.4189,88.06,131.17
11/4/2011,1756,125.48,111.4807,127.01,95.35
11/7/2011,1791,126.26,65.5954,65.39,75
11/8/2011,1799,127.88,82.4217,54.78,110.96
11/9/2011,1792,123.16,112.7683,49.18,152.38
11/10/2011,1760,124.32,80.2463,64,85.41
11/11/2011,1788,126.66,66.76,57.05,79.3
11/14/2011,1778,125.46,95.5948,82.87,110.59
11/15/2011,1782,126.08,114.0995,73.39,165.27
11/16/2011,1774,124.08,83.4491,86.81,96.54
11/17/2011,1720,122.11,108.6628,111.61,125.95
11/18/2011,1725,121.98,109.0685,74.56,139.93
11/21/2011,1679,119.66,111.5632,128.33,85.63
11/22/2011,1702,119.19,58.2515,38.71,71.04
11/23/2011,1696,116.56,102.4883,72.98,121.75
11/25/2011,,116.34,83.1607,55.27,103.73
11/28/2011,1711,119.71,105.4183,88.93,134.86
11/29/2011,1719,120.05,107.7258,130.41,108.77
11/30/2011,1750,124.99,84.2464,53.75,106.48
12/1/2011,1740,124.97,104.0257,32.41,151.38
12/2/2011,1751,124.86,104.308,44.12,141.93
12/5/2011,1735,126.22,97.0716,96.77,94.17
12/6/2011,1732,126.26,73.9412,36.86,98.38
12/7/2011,1745,126.73,49.8419,30.58,70.14
12/8/2011,1713,123.95,87.0812,48.62,115.86
12/9/2011,1717,126.05,71.6583,45.46,97.5
12/12/2011,1668,124.21,99.5935,138.14,72.01
12/13/2011,1663,123.05,89.6342,132.09,45.37
12/14/2011,1587,121.74,113.0569,82.65,125.35
12/15/2011,1577,122.19,82.2385,65.59,98.47
12/16/2011,1598,121.59,118.8646,137.21,119.65
12/19/2011,1597,120.29,86.1526,103.06,85.97
12/20/2011,1618,123.93,180.2485,111.81,233.15
12/21/2011,1614,124.17,80.1428,114.14,50.77
12/22/2011,1611,125.27,83.3827,75.57,88.24
12/23/2011,1606,126.39,75.7639,67.14,70
12/27/2011,1596,126.49,68.3004,79.44,66.26
12/28/2011,1564,124.83,86.666,105.6,56.05
12/29/2011,1541,126.12,115.5547,76.8,136.12
12/30/2011,1567,125.5,125.9036,138.5,101.08
1/3/2012,1601,127.5,88.1002,70.26,95.24
1/4/2012,1613,127.7,76.9423,48.45,94.29
1/5/2012,1620,128.04,82.4395,44.83,112.17
1/6/2012,1617,127.71,100.5986,50.14,137.43
1/9/2012,1608,128.02,88.3913,58.75,105
1/10/2012,1632,129.13,66.6434,31.27,84.75
1/11/2012,1640,129.2,103.9659,64.33,125.2
1/12/2012,1648,129.51,103.8423,103.52,126.64
1/13/2012,1631,128.84,98.1017,65.2,125.08
1/17/2012,,129.34,56.6251,32.26,80.72
1/18/2012,1660,130.77,73.8588,51.54,79.84
1/19/2012,1655,131.46,103.1953,89.16,108.69
1/20/2012,1664,131.95,70.9329,49.5,82.58
1/23/2012,1678,131.61,109.5426,96.1,131.17
1/24/2012,1665,131.46,103.5177,29.49,159.86
1/25/2012,1700,132.56,65.6296,27.55,91.91
1/26/2012,1727,131.88,85.7623,64.12,112.91
1/27/2012,1732,131.82,58.4167,54.81,68.58
1/30/2012,1734,131.37,128.4284,97.13,169.39
1/31/2012,1740,131.32,69.9838,77.52,71.13
2/1/2012,1750,132.47,134.9707,146.09,166.75
2/2/2012,1759,132.68,57.8169,81.37,62.22
2/3/2012,1740,134.54,102.9814,82.13,119.89
2/6/2012,1725,134.45,124.9213,120.24,143.28
2/7/2012,1748,134.79,142.9885,118.79,165.14
2/8/2012,1731,135.19,82.2534,67.09,87.05
2/9/2012,1741,135.36,85.7836,72.36,104.25
2/10/2012,1725,134.36,68.3339,64.88,70.35
2/13/2012,1725,135.36,61.8346,61.64,51.42
2/14/2012,1718,135.19,80.4207,76.36,108.27
2/15/2012,1728,134.56,128.7169,128.32,125.92
2/16/2012,1728,136.05,81.7918,67.95,102.02
2/17/2012,1726,136.41,49.7881,52.94,49.68
2/21/2012,,136.47,141.4916,74.68,207.63
2/22/2012,1771,136.03,101.1471,64.82,120.15
2/23/2012,1786,136.63,68.3004,47.66,85.19
2/24/2012,1776,136.93,152.7311,121.81,163.69
2/27/2012,1775,137.16,54.9979,59.05,49.25
2/28/2012,1788,137.56,113.5737,98.13,125.92
2/29/2012,1711,137.02,146.8988,124.48,152.69
3/1/2012,1722,137.73,91.4513,87.79,84.49
3/2/2012,1710,137.31,99.7554,48.01,131.58
3/5/2012,1704,136.75,116.5225,49.78,152.26
3/6/2012,1672,134.75,110.7882,95.72,110.55
3/7/2012,1684,135.69,138.1836,99.49,178.74
3/8/2012,1699,137.04,154.1526,122.94,176.61
3/9/2012,1712,137.57,132.3766,131.97,120.56
3/12/2012,1700,137.58,71.4943,47.52,85.87
3/13/2012,1694,140.06,64.654,91,50.6
3/14/2012,1643,139.91,69.1559,82.73,57.51
3/15/2012,1660,140.72,64.9523,47.71,79.59
3/16/2012,1656,140.3,72.731,79.1,60.48
3/19/2012,1667,140.85,106.9951,128,85.41
3/20/2012,1647,140.44,104.6074,139.05,57.99
3/21/2012,1650,140.21,124.3768,123.99,144.79
3/22/2012,1643,139.2,67.6034,96.28,42.83
3/23/2012,1662,139.65,93.3118,146.18,60.96
3/26/2012,1686,141.61,79.6693,83.6,90.65
3/27/2012,1685,141.17,116.3665,77.34,135.47
3/28/2012,1658,140.47,149.5763,145.48,133.48
3/29/2012,1655,140.23,83.4491,86.81,72.41
3/30/2012,1672,140.81,103.0735,127.56,70.93
4/2/2012,1680,141.84,154.4721,77,221.22
4/3/2012,1672,141.26,134.501,122.59,153.38
4/4/2012,1614,139.86,126.0839,182.83,114.37
4/5/2012,1630,139.79,116.8749,126.5,94.41
4/9/2012,1644,138.22,126.8836,99.39,135.65
4/10/2012,1661,135.9,116.155,60.04,150.25
4/11/2012,1660,137,85.702,44.58,117.74
4/12/2012,1681,138.79,136.6749,107.57,167.48
4/13/2012,1660,137.14,112.74,112.39,121.32
4/16/2012,1650,137.05,136.9537,119.47,128.12
4/17/2012,1651,139.08,117.7453,117.38,97.91
4/18/2012,1640,138.61,99.2667,109.96,91.71
4/19/2012,1641,137.72,65.0941,36.05,90.21
4/20/2012,1643,137.95,100.3808,55.21,132.4
4/23/2012,1633,136.79,90.4602,85.89,78.8
4/24/2012,1644,137.31,93.3689,64.75,114.77
4/25/2012,1642,139.19,83.951,125.54,58.17
4/26/2012,1661,140.16,118.68,125.27,104.49
4/27/2012,1665,140.39,84.5043,74.13,84.32
4/30/2012,1664,139.87,99.8546,121.19,79.42
5/2/2012,1654,140.32,87.5736,68.32,94.98
5/3/2012,1635,139.25,101.7632,62.97,128.39
5/4/2012,1645,137,62.2403,48.26,74.76
5/7/2012,1639,137.1,60.3853,60.2,50.21
5/8/2012,1605,136.55,84.5248,80.25,80.33
5/9/2012,1594,135.74,54.6028,21.77,72.65
5/10/2012,1596,136.02,55.4405,48.36,57.63
5/11/2012,1584,135.61,110.3075,106.64,105.62
5/14/2012,1561,134.11,65.9217,57.5,61.67
5/15/2012,1557,133.34,92.6592,61.58,109.15
5/16/2012,1537,132.83,67.0711,59.44,68.17
5/17/2012,1575,130.86,53.8921,64.47,59.75
5/18/2012,1592,129.74,147.1455,71.56,196.96
5/21/2012,1589,131.97,59.0719,72.48,37.78
5/22/2012,1577,132.2,115.7403,127.32,99.56
5/23/2012,1548,132.27,86.1424,62.46,91.17
5/24/2012,1558,132.53,113.4441,67.86,138.35
5/25/2012,1569,132.1,81.9131,65.33,81.74
5/29/2012,,133.7,91.0956,82.56,82.64
5/30/2012,1566,131.76,88.284,76.53,108.52
5/31/2012,1564,131.47,91.9212,88.24,90.59
6/1/2012,1622,128.16,67.8951,57,71.31
6/4/2012,1614,128.1,40.6173,44.99,30.02
6/5/2012,1617,129.07,67.3286,62.65,67.18
6/6/2012,1634,131.97,69.868,90.14,47.84
6/7/2012,1588,132.05,102.9433,117.29,91.71
6/8/2012,1591,133.1,92.9091,85.5,89.14
6/11/2012,1597,131.41,78.3525,69.43,79.63
6/12/2012,1614,132.92,92.0158,95.72,93.15
6/13/2012,1619,132.07,99.3388,114.27,88.96
6/14/2012,1620,133.47,112.4637,101.93,119.02
6/15/2012,1628,134.14,55.3825,55.21,51.81
6/18/2012,1627,134.4,102.8192,106.96,104.08
6/19/2012,1623,135.7,111.6148,111.27,92.81
6/20/2012,1616,135.48,147.8825,73.71,202.9
6/21/2012,1566,132.44,73.0445,80.1,66.81
6/22/2012,1567,133.46,72.0123,95.72,39.92
6/25/2012,1588,131.32,99.9678,135.9,75.57
6/26/2012,1575,131.98,129.9046,161.88,108.02
6/27/2012,1578,133.17,48.3858,66.79,30.95
6/28/2012,1550,132.79,92.0158,110.08,67.33
6/29/2012,1604,136.1,80.0621,79.82,66.57
7/2/2012,1598,136.51,45.3156,36.14,45.22
7/3/2012,1622,137.41,77.4155,73.12,88.09
7/5/2012,,136.79,82.7108,98.95,61.9
7/6/2012,1579,135.49,62.649,46.84,65.12
7/9/2012,1589,135.32,83.6952,70.26,95.24
7/10/2012,1580,134.14,97.5532,101.48,84.65
7/11/2012,1576,134.16,69.2665,89.36,47.43
7/12/2012,1565,133.51,66.0183,30.97,90.42
7/13/2012,1592,135.75,107.7842,64.47,143.4
7/16/2012,1592,135.43,54.2303,63.07,52.61
7/17/2012,1590,136.36,155.8332,186.42,185.11
7/18/2012,1571,137.37,104.4852,84.87,122.28
7/19/2012,1580,137.73,147.7859,208.42,125.89
7/20/2012,1583,136.47,166.3678,147.43,202.9
7/23/2012,1577,135.09,80.6908,93.14,70.63
7/24/2012,1576,133.93,109.7415,170.18,60.84
7/25/2012,1608,133.96,86.8611,149.57,19.7
7/26/2012,1615,136.17,76.3904,110.77,57.75
7/27/2012,1618,138.68,67.2603,93.87,44.74
7/30/2012,1624,138.68,112.5023,66.46,138.59
7/31/2012,1615,137.71,65.1025,61.08,63.69
8/1/2012,1607,137.59,67.749,42.66,88.95
8/2/2012,1591,136.64,52.7479,49.08,52.63
8/3/2012,1609,139.35,74.2411,98.68,47.04
8/6/2012,1616,139.62,99.5935,138.14,72.01
8/7/2012,1613,140.32,114.6089,110.57,110.67
8/8/2012,1616,140.49,75.2856,39.5,112.03
8/9/2012,1620,140.61,87.4383,93.87,78.3
8/10/2012,1623,140.84,85.1998,101.93,56.68
8/13/2012,1613,140.77,89.934,99.62,74.78
8/14/2012,1602,140.79,109.0557,108.72,90.68
8/15/2012,1607,140.95,94.5274,32.78,129.86
8/16/2012,1619,141.99,95.6964,66.05,116.3
8/17/2012,1619,142.18,104.3328,104.01,105.35
8/20/2012,1623,142.19,69.0118,88.46,49.19
8/21/2012,1643,141.76,75.3927,103.35,54.85
8/22/2012,1641,141.82,123.7944,136.18,106.49
8/23/2012,1673,140.66,76.1927,79.58,78.44
8/24/2012,1673,141.51,69.6997,65.83,61.01
8/27/2012,1676,141.54,83.1607,110.54,61.47
8/28/2012,1670,141.4,73.709,34.58,100.95
8/29/2012,1663,141.51,65.1778,61.16,70.14
8/30/2012,1657,140.49,84.2178,97.95,75.87
8/31/2012,1688,141.16,69.2868,52.63,76.82
9/4/2012,,141.03,83.335,91.39,62.37
9/5/2012,1694,140.91,81.7001,96.26,67.94
9/6/2012,1706,143.77,54.9401,45.11,53.75
9/7/2012,1741,144.33,69.7383,88.48,57.99
9/10/2012,1732,143.51,66.4285,70.64,73.65
9/11/2012,1735,143.91,79.3429,63.28,79.17
9/12/2012,1734,144.39,99.1567,73.22,103.83
9/13/2012,1772,146.59,65.8126,68.73,57.33
9/14/2012,1773,147.24,76.2306,48.36,92.2
9/17/2012,1771,146.74,92.0158,34.95,123.88
9/18/2012,1771,146.62,82.9178,57.86,89.63
9/19/2012,1772,146.7,53.0617,30.23,63.03
9/20/2012,1770,146.71,52.3209,45.64,54.38
9/21/2012,1778,145.87,67.8951,85.5,59.43
9/24/2012,1765,145.65,60.3068,34.35,71.64
9/25/2012,1766,144.1,74.9271,86.49,85.26
9/26/2012,1754,143.29,87.2685,65.25,108.85
9/27/2012,1781,144.64,106.642,132.89,94.22
9/28/2012,1774,143.97,89.9792,59.8,116.39
10/1/2012,1783,144.34,52.098,69.25,43.32
10/2/2012,1776,144.5,81.3354,117.94,67.63
10/3/2012,1780,145.09,63.8477,52.42,62.46
10/4/2012,1797,146.12,72.0123,68.67,62.48
10/5/2012,1781,146.14,87.9742,121.44,73.15
10/8/2012,1776,145.64,92.6004,109.1,77
10/9/2012,1765,144.2,108.1491,71.88,146.55
10/10/2012,1765,143.28,64.5305,57.18,65.58
10/11/2012,1771,143.36,89.1718,79.02,98.87
10/12/2012,1760,142.89,81.2517,87.23,88.35
10/15/2012,1738,144.08,129.8103,124.62,111.94
10/16/2012,1746,145.54,79.9585,30.37,107.65
10/17/2012,1753,146.2,95.4529,112.78,76.43
10/18/2012,1745,145.82,109.9101,121.75,101.55
10/19/2012,1724,143.39,103.8219,135.85,70.14
10/22/2012,1726,143.41,163.3595,171.9,158.48
10/23/2012,1709,141.42,106.5016,95.19,116.04
10/24/2012,1702,141.02,74.3562,81.54,68.01
10/25/2012,1713,141.43,89.963,89.69,74.81
10/26/2012,1712,141.35,67.8805,87.97,56.44
10/29/2012,1709,,117.2206,129.84,108.3
10/31/2012,1719,141.35,75.2042,128.52,23.82
11/1/2012,1716,142.83,53.5906,66.78,38.99
11/2/2012,1675,141.56,55.2095,71.23,48.61
11/5/2012,1683,141.85,61.5719,73.66,54.61
11/6/2012,1715,142.96,129.587,104.97,127.96
11/7/2012,1714,139.72,43.5864,43.45,48.32
11/8/2012,1726,138.04,59.4885,43.7,67.69
11/9/2012,1731,138.16,72.0123,58.74,81.66
11/12/2012,1731,138.26,108.3355,91.39,110.87
11/13/2012,1725,137.79,61.2729,68.72,57.32
11/14/2012,1730,135.93,56.917,90.79,25.24
11/15/2012,1714,135.7,96.5678,110.86,87.6
11/16/2012,1715,136.37,98.025,128.05,78.7
11/19/2012,1734,139.13,116.3505,102.35,125.2
11/20/2012,1724,139.19,135.6022,108.15,173.97
11/21/2012,1728,139.45,116.1754,125.21,114.88
11/23/2012,,141.35,122.5459,152.71,95.53
11/26/2012,1750,141.05,110.5607,118.7,91.93
11/27/2012,1742,140.33,67.2603,50.29,69.91
11/28/2012,1717,141.46,55.3941,95.72,24.57
11/29/2012,1730,142.12,56.9496,75.7,36.83
11/30/2012,1713,142.16,68.23,88.43,51.06
12/3/2012,1721,141.45,67.4314,84.03,63.08
12/4/2012,1696,141.25,101.9833,105.43,100.51
12/5/2012,1694,141.5,84.9376,103.08,79.84
12/6/2012,1702,141.98,39.544,48.52,35.41
12/7/2012,1706,142.41,107.2028,135.37,77.26
12/10/2012,1714,142.47,59.9172,51.2,64.06
12/11/2012,1710,143.44,107.6286,71.53,119.33
12/12/2012,1718,143.51,108.6088,123.74,103.21
12/13/2012,1697,142.63,95.9238,82.88,95.72
12/14/2012,1697,142.11,104.7176,125.27,81.27
12/17/2012,1698,143.77,87.6341,96.1,72.87
12/18/2012,1671,145.37,80.3047,136.1,33.39
12/19/2012,1668,144.29,102.0175,125.63,89.82
12/20/2012,1646,145.12,82.2998,54.7,91.25
12/21/2012,1660,142.79,77.0365,55.85,87.35
12/26/2012,1661,141.75,55.9345,61.96,41.34
12/27/2012,1664,141.56,61.9999,61.81,66.28
12/28/2012,1656,140.03,103.9414,126.15,90.19
1/2/2013,1689,146.06,82.3299,67.59,88.6
1/3/2013,1675,145.73,78.4261,119.14,43.48
1/4/2013,1649,146.37,80.4021,112.22,46.8
1/7/2013,1646,145.97,83.8066,123.12,66.02
1/8/2013,1662,145.55,84.6276,96.42,67.02
1/9/2013,1656,145.92,70.4013,132.98,24.65
1/10/2013,1678,147.08,54.5675,57.6,48.04
1/11/2013,1661,147.07,94.9578,101.95,91.11
1/14/2013,1669,146.97,77.5373,128.83,42.98
1/15/2013,1684,147.07,124.8553,194.49,84.35
1/16/2013,1683,147.05,96.068,120.6,88.76
1/17/2013,1691,148,125.9531,131.84,136.15
1/18/2013,1687,148.33,146.6047,187.91,168.35
1/22/2013,,149.13,151.1438,175.79,181.54
1/23/2013,1687,149.37,116.9585,90.27,144.31
1/24/2013,1670,149.41,98.5505,95.08,105.74
1/25/2013,1657,150.25,124.6107,124.23,120.89
1/28/2013,1653,150.07,121.2443,138.14,108.02
1/29/2013,1661,150.66,37.0349,41.02,34.22
1/30/2013,1682,150.07,90.1646,70.35,97.79
1/31/2013,1662,149.7,53.669,17.83,79.34
2/1/2013,1671,151.24,134.1538,137.17,131.58
2/4/2013,1676,149.53,82.7054,86.79,86.87
2/5/2013,1674,151.05,81.3899,89.25,67.68
2/6/2013,1679,151.16,92.0158,122.31,76.51
2/7/2013,1671,150.96,75.9328,126.17,36.83
2/8/2013,1667,151.8,91.7218,126.61,58.67
2/11/2013,1649,151.77,98.3488,169.35,29.74
2/12/2013,1650,152.02,91.1352,102.71,72.49
2/13/2013,1645,152.15,176.8668,80.81,232.86
2/14/2013,1636,152.29,86.19,85.92,90.78
2/15/2013,1610,152.11,73.3023,90.48,58.05
2/19/2013,,153.25,113.0272,86.68,137.36
2/20/2013,1578,151.34,86.9648,110.34,65.74
2/21/2013,1579,150.42,33.2466,12.05,45.24
2/22/2013,1573,151.89,81.1542,95.61,61.35
2/25/2013,1587,149,49.6265,57.72,41.27
2/26/2013,1616,150.02,114.3625,102.22,111.49
2/27/2013,1596,151.91,119.1571,95.03,151.93
2/28/2013,1578,151.61,66.0712,11.98,99.89
3/1/2013,1572,152.11,56.7463,42.43,70.78
3/4/2013,1572,152.92,45.3776,54.29,52.83
3/5/2013,1575,154.29,85.8814,73.39,88.42
3/13/2013,1588,155.91,104.3328,66.86,136.33
3/14/2013,1591,156.73,49.9677,29.3,63.55
3/15/2013,1593,155.83,86.6257,62.18,121.01
3/18/2013,1605,154.97,107.2896,115.87,96.65
3/19/2013,1611,154.61,82.0329,70.1,84.45
3/20/2013,1608,155.69,72.5101,83.7,50.77
3/21/2013,1614,154.36,85.6237,53.35,102.35
3/22/2013,1606,155.6,109.6196,129.77,113.94
3/25/2013,1605,154.95,102.8192,89.13,111.52
3/26/2013,1596,156.19,87.9443,116.9,48.75
3/27/2013,1607,156.19,100.5027,160.31,60.17
3/28/2013,1596,156.67,57.2691,48.08,60.15
4/2/2013,1576,156.82,72.4757,25.5,99.26
4/3/2013,1554,155.23,77.1309,56.66,81.01
4/4/2013,1552,155.86,123.7187,80.17,149.17
4/5/2013,1576,155.16,99.5192,49.61,130.04
4/8/2013,1573,156.21,121.852,80.98,172.63
4/9/2013,1587,156.75,82.0329,70.1,97.45
4/10/2013,1559,158.67,92.127,63.89,106.58
4/11/2013,1565,159.19,54.703,42.42,60.65
4/12/2013,1501,158.8,97.2085,44.73,149.23
4/16/2013,1387,157.41,108.6748,144.45,113.79
4/17/2013,1383,155.11,153.7154,245.19,70.3
4/18/2013,1393,154.14,82.4969,88.57,84.43
4/19/2013,1396,155.48,91.2051,50.92,115.28
4/22/2013,1421,156.17,165.1696,137.22,160.23
4/23/2013,1409,157.78,153.3223,152.85,134.2
4/24/2013,1424,157.88,104.4503,111.57,93.06
4/25/2013,1462,158.52,76.6404,124.51,61.37
4/26/2013,1454,158.24,98.4627,91.15,99.42
4/29/2013,1467,159.3,89.408,98.05,66.91
4/30/2013,1472,159.68,74.6261,90.93,55.16
5/2/2013,1468,159.75,70.4802,76.65,74.59
5/3/2013,1464,161.37,82.2998,136.74,28.51
5/6/2013,1468,161.78,88.3972,139.14,61.9
5/7/2013,1449,162.6,83.0217,99.32,82.84
5/8/2013,1474,163.34,84.9376,46.19,102.73
5/9/2013,1469,162.88,65.0738,80.32,51.53
5/10/2013,1437,163.41,61.0777,71.63,41.83
5/13/2013,1434,163.54,78.7604,110.85,53.93
5/14/2013,1425,165.23,86.7381,74.12,89.3
5/15/2013,1396,166.12,44.5138,59.17,30.85
5/16/2013,1387,165.34,89.7889,121.48,74.66
5/17/2013,1365,166.94,105.7979,138.2,97.08
5/20/2013,1384,166.93,123.0252,154.44,106.09
5/21/2013,1378,167.17,95.3555,90.93,117.21
5/22/2013,1367,165.93,76.7687,76.53,70.22
5/23/2013,1392,165.45,100.9205,136.12,74.05
5/24/2013,1387,165.31,104.9885,158.8,54.19
5/28/2013,,166.3,157.5329,139.6,189.21
5/29/2013,1391,165.22,108.1491,95.84,139.89
5/30/2013,1412,165.83,95.1887,94.9,89.71
5/31/2013,1393,163.44,67.1466,59.5,80.65
6/3/2013,1412,164.35,62.9253,53.77,59.8
6/4/2013,1397,163.56,110.1469,73.21,128.91
6/5/2013,1399,161.27,58.6641,38.99,65.04
6/6/2013,1416,162.73,80.576,101.15,69.48
6/7/2013,1383,164.8,156.5279,188.71,145.29
6/10/2013,1386,164.8,97.7021,120.59,77.37
6/11/2013,1377,163.1,126.3095,146.23,94.87
6/12/2013,1392,161.75,80.8883,76.8,70.46
6/13/2013,1378,164.21,82.1037,132.22,68.27
6/14/2013,1388,163.18,79.8627,62.31,86.62
6/17/2013,1383,164.44,149.2988,102.33,178.46
6/18/2013,1367,165.74,124.2213,99.07,130.84
6/19/2013,1374,163.45,116.4418,136.1,113.52
6/20/2013,1286,159.4,91.316,94.17,89.02
6/21/2013,1292,159.07,73.6945,95.51,61.28
6/24/2013,1277,157.06,89.8933,125.46,52.32
6/25/2013,1275,158.57,85.9291,94.23,71.45
6/26/2013,1230,160.14,96.8351,104.58,80.52
6/27/2013,1212,161.08,39.0863,32.47,43.34
6/28/2013,1224,160.42,39.4353,42.89,41.73
7/1/2013,1256,161.36,71.9081,114.7,39.86
7/2/2013,1243,161.21,107.831,77.4,129.12
7/3/2013,1252,161.28,84.9376,48.39,114.35
7/5/2013,,163.02,67.9501,33.87,91.82
7/8/2013,1235,163.94,87.9443,87.67,81.25
7/9/2013,1246,165.13,98.9468,111.51,78.7
7/10/2013,1247,165.19,87.1728,104.29,65.24
7/11/2013,1280,167.44,77.2611,70.6,80.31
7/12/2013,1278,167.51,75.1059,102.46,39.44
7/15/2013,1284,168.16,125.8574,110.41,117.21
7/16/2013,1290,167.53,100.7625,75.34,111.72
7/17/2013,1278,167.95,117.4075,108.69,118.55
7/18/2013,1284,168.87,55.3723,25.98,81.25
7/19/2013,1293,169.17,83.6699,98.58,75.9
7/22/2013,1336,169.5,78.0576,77.82,64.91
7/23/2013,1335,169.14,74.8852,105.39,58.61
7/24/2013,1320,168.52,49.3799,65.64,41.06
7/25/2013,1329,168.93,54.6403,68.09,39.76
7/26/2013,1322,169.11,87.6744,68.4,95.09
7/29/2013,1328,168.59,101.8505,135.38,56.46
7/30/2013,1325,168.59,96.2157,82.22,106.68
7/31/2013,1313,168.71,50.3813,58.6,34.91
8/1/2013,1311,170.66,45.9623,65.46,27.3
8/2/2013,1311,170.95,43.6386,31.64,52.78
8/6/2013,1283,169.73,65.8749,93.82,62.6
8/7/2013,1285,169.18,128.6837,182.09,131.17
